filename,company,address,date,total
X51005568866.jpg,CHERAS LEISURE MALL,"(Co. No, 113825-W)",3 Sept 2017,5.05
X51005568885.jpg,EVERGREEN LIGHT SDN BHD,"JALAN 744 4, BANDAR",,3.17
X51005568887.jpg,‘HON HWA HARDWARE TRADING,"NO 37, JALAN MANIS 7, TAMAN SEGAR,",,7.20
X51005568889.jpg,HON HWA HARDWARE TRADING,"Campany Reg, No. 001056194% NO 37, JALAN MANIS 7, TAMAN SEGAR,",,19.60
X51005568890.jpg,HONHWAHARDWARETRADING,"Company Reg. No. 001055194% NO 37, JALAN MANIS 7, TAMAN SEGAR,",,5.00
X51005568892.jpg,EVERGREEN LIGHT BHD,"JALAN 7444, BANDAR 87700 PUCHONG, SELANGOR",,26.00
X51005568894.jpg,"WWW, ViVOpaccom",14 JALAN MANIS 4 TAMAN SEGAR 56100 KL,17/01/2017,46.65
X51005568895.jpg,"Www vivopac,com",14 JALAN MANIS 4 TAMAN SEGAR 56100 KL,13/09/2017,52.45
X51005577191.jpg,"TaHAN SERNANG,","No. 42, JALAN PES 14/14,",07/12/2017,10.09
X51005582745.jpg,MODERN DEPOT SON BHD,"NO.19, PT18495, JALAN JANBU NELAKA 2,",04/12/2016,150.00
X51005587261.jpg,CHOP YEW LIAN,"LOT PT 5121, Per. Klang, Sek. 27 40000 Shah Alan, Selangor",23/03/2017,30.00
X51005605287.jpg,"JLN JEJAKA, TAMAN MALURI","3RD FLR, AEON TAMAN MALURT SC",14/03/2018,41.55
X51005605295.jpg,(NRIES ICE COOL HI,"Lot G01, KL Festival City, No. 67 JIn Ibu Kota Danau Kata, KL",22/03/2018,4.20
X51005605332.jpg,SUNWAY VELOCITY,(Co. No. 113825-W),14/03/2018,9.00
X51005621482.jpg,PREMIO STATIONERY SDN BHD,(Co. No.: 123769-W),20/03/2018,20.00
X51005663274.jpg,LIM SENG THO HARDWARE TRADING,"No 7, Simpang Off Batu Village, Jalan {pon Batu 5, 51200 Kuala Lumpur. MALAYSIA",08/02/2018,45.00
X51005663300.jpg,LIM SENG THO HARDWARE TRADING,"Jalan Ipoh Batu 5, 57200 Kuala Lumpur MALAYSIA",02/02/2018,10.00
X51005663307.jpg,"TAMAN SRI RAMPAI,","NO.8, JALAN 46/26,",09/02/2018,56.80
X51005663309.jpg,"Wh Au BATH HA LTHA Linh,",JALAN zat An Trak,,7.00
X51005663310.jpg,LIM SENG THO HARDWARE FRADING,"No 7, Simpang Off Batu Village. Jalan Ipoh Batu 5. 51200 Kuala Lumour MALAYSIA",09/02/2018,8.40
X51005663323.jpg,KOH SENG HARDWARE,"NO. 939, BATU LINA, JALAN IPOH,",04/12/2017,843.00
X51005675099.jpg,Super Terminal Sdn Bhd,"No. 18 19, Taman City, Jalan Kuching,",20/01/2018,132.50
X51005675103.jpg,SYARIKAT PERNIAGAAN GIN KEE,"NO 290, JALAN AIR PANAS,",04/01/2018,5.67
X51005675104.jpg,SYARIKAT PERNIAGAAN GIN KEE,"NO 290, JALAN AIR PANAS,",25/01/2018,10.80
X51005675914.jpg,BEYOND BROTHERS HARDWARE,"LOT 4-0-2, 1/60,",,3.84
X51005676534.jpg,SYARIKAT PERNIAGAAN GIN KEE,"NO 290, JALAN AIR PANAS,",03/01/2018,72.08
X51005676535.jpg,SYARIKAT PERNIAGAAN GIN KEE,"NO 290, JALAN AIR PANAS,",30/12/2017,5.04
X51005676537.jpg,SYARIKAT PERNIAGAAN GIN KEE,"NO 290, JALAN AIR PANAS,",03/01/2018,5.34
X51005676542.jpg,SYARIKAT PERNIAGAAN GIN KEE,"NO 290, JALAN AIR PANAS,",29/12/2017,0.60
X51005676548.jpg,SYARIKAT PERNIAGAAN GIN KEE,"NO 290, JALAN AIR PANAS,",15/01/2018,0.63
X51005677327.jpg,SYARIKAT PERNIAGAAN GIN KEE,"NO 290, JALAN AIR PANAS,",01/02/2018,2.04
X51005677333.jpg,SYARIKAT PERNIAGAAN GIN KEE,"NO 290, JALAN AIR PANAS,",31/01/2018,5.76
X51005677336.jpg,SYARIKAT PERNIAGAAN GIN KEE,"NO 290, JALAN AIR PANAS,",27/01/2018,1.26
X51005677337.jpg,SYARIKAT PERNIAGAAN GIN KEE,"NO 290, JALAN AIR PANAS,",02/02/2018,5.33
X510056849111.jpg,WESTERN EASTERN,CO REG NO 210038~-k,,0.02
X51005684949.jpg,WESTERN EASTERN,CO REG NO 210038~-k,,0.02
X51005705727.jpg,KEDAI BUKU NEW ACHEIVERS,"(CO NO, SA0345444-K) NO. 12 14, JALAN JINJANG 27/54 TAMAN ALAM MEGAH, SEKSYEN 27 40400 SHAH ALAM, SELANGOR D. E.",28/12/2017,38.15
X51005705729.jpg,ASO ELECTRICAL,"NO 31G, JALAN SEPADUG 25/6, SECTION 26, TAMAN INDUSTRIES, AXIS 40400 SHAH ALAM, SELANGOR,",,100.00
X51005705784.jpg,SEDAI BUKU NEW ACHEIVERS te,"cal (CO NO. SA0345444-K) NO. 12 14, JALAN JINJANG 27/54 hs ___TAMAN ALAM MEGAH, SEKSYEN 27 ei 40400 SHAH ALAM, SELANGOR D. E.",15/09/2017,45.28
X51005710963.jpg,T& TOOLS HARDWARE SOR,"59, JALAN BANDAR SATU, 47140, PUCHONG, SELANGOR",21/03/2018,7.40
X51005711402.jpg,RESTORAN WAN SHENG,"No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor",,9.60
X51005711443.jpg,RESTORAN WAN SHENG,"No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor",,6.70
X51005711444.jpg,RESTORAN WAN SHENG,"No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor",,4.80
X51005711446.jpg,RESTORAN WAN SHENG,"No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor",,7.20
X51005711449.jpg,RESTORAN WAN SHENG,"No.2, Jalat Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor",,4.80
X51005715007.jpg,KAISON FURNISHING SDN BHD,"Lot No. L3-012, Level 3, No. 6, Jalan Cochrane, Co, Reg No. (761834-D)",,18.70
X51005715455.jpg,SPEED MAPT $/B,"LOT PT. HELL, JALAN ANESA, 41150 KLANG, SELANGOR",,10.40
X51005719823.jpg,AA FHGRMACY,"NO.47, JALAN 3/34,",29/01/2018,46.20
X51005719855.jpg,"UTAMA SHOPPING CENTRE,","LOT F355/356/357, FIRST FLOOR, LEBUH BANDAR UTAMA,",19/02/2018,181.55
X51005719857.jpg,Salon Du Chocolat,"Lot 26-27,Level Dutamas 1,",,23.79
X51005719863.jpg,,,,
X51005719888.jpg,POTTERS GARDEN SDN BHD,"Batu 11, Sg Buloh, 47000 Selangor.",04/01/2018,30.80
X51005719889.jpg,HENG KEE DELIGHTS BAK KUT TEH,"NWO31, JALAN 3/62A, BANDAR. MENJALARA",,42.00
X51005719895.jpg,GREEN LANE PHARMACY SIN BHD,Try No 18-001641,1/8/2018,34.80
X51005719898.jpg,"KAWASAN PERINDUSTRIAN BALAKONG,","LOT 1851-A 1851-B, JALAN KPB 6, 43300 SERT KEMBANGAN, SELANGOR",,22.00
X51005719903.jpg,Gerbang Alaf Restaurants Sdn Bhd,"No.3, Jalan $$21/39,47409 Petaling Jaya Selangor",11/03/2018,8.50
X51005719905.jpg,SAINT HEART PASTRY,SELANGOR,25/03/2018,8.20
X51005724552.jpg,KEDAI PAPAN YEW CHUAN,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.",21/03/2018,68.90
X51005724611.jpg,KEDAI PAPAN YEW CHUAN,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.",21/03/2078,16.39
X51005724622.jpg,KEDAI PAPAN YEW CHUAN,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR",07/63/2018,91.16
X51005724623.jpg,KEDS PAN YEW Ck JAN,300 SELANGOR,,350.00
X51005724624.jpg,KEDAI PAPAN YEW CHUAN,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.",16/03/2018,7.68
X51005724625.jpg,KEDAI PAPAN YEW CHUAN,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.",12/03/2018,300.00
X51005724626.jpg,KEDAI PAPAN YEW CHUAN,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.",02/04/2018,270.30
X51005724628.jpg,KEDAI PAPAN YEW CHUAN,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.",10/03/2018,84.80
X51005741929.jpg,MY MYDIN SDN BHD,"No 13, 15, 17 19 Jalan Nova U5S/Q, Seksyen U5,Subang Bestari 40150 Shah Ala Selangor Darul Ehsan",16/01/2018,5.50
X51005742110.jpg,YONG CEN ENTERPRISE,"9, JALAN SUBANG JASA 3, 40150 SHAH ALAM, SELANGOR.",06/01/2018,65.70
X51005745213.jpg,MUR HENG ELECTRICAL,"Wo.52, Jalan Bulan US/8T, Bandar Subang, Buloh, 40750 Shak Alam, Sel,",01/02/2018,6.60
X51005745244.jpg,URBAN IDEA SON BHO,"JALAN SS6/5A, PUSAT BANDAR KELANA JAYA, 47301 PETALING JAYA, SELANGOR, Malaysia",14/02/2018,
X51005745298.jpg,TAMAN BERKELEY,"LOT P.T. 2811, JALAN ANGSA, 41150 KLANG, SELANGOR OST ID. NO: 000181747712 INVOICE NO 18353/102/T0311",,10.00
X51005746203.jpg,PASARAYA BORONG SUPER SEVEN:,"NC, 1 Jalan Euro 1 Off Jalan Batu Tiga Sungai Buloh Seksyen U3 Shah Alam,40150",,643.90
X51005746204.jpg,BEMED (SP) SON BHD,,,308.70
X51005746206.jpg,PANA JAYA ENTERPAISE,"NO, 10-G, GROUND FLOOR. JALAN DINAR D, U3/D.TAMAN SUBANG PERDANA, SEK U3. YO1SO SHAH ALAM. SELANGOR.",,105.00
X51005746207.jpg,PASARAYA BORONG SUPER SEVEN,"NO. 1 Jalan Euro 1 Off Jalan Batu Tiga Sungai Buloh Seksyen U3 Shah Alam,40150",,63.80
X51005746210.jpg,KNIFE COOKING OIL SKG,"pti7920 Sek U9, Shah Alaa",,145.10
X51005757233.jpg,Guardian Health And Beauty Sdn ted,,09/05/2018,9.95
X51005757282.jpg,TSH POWER HARDWARE,"13-1, Jalan PJU 5/10, 47810, Petaling Jaya, Selangor",12/09/2017,50.00
X51005757292.jpg,"KAWASAN PERINDUSTRIAN BALAKONG,","LOT 1851-A 1851-B, JALAN KPB 6, 43300 SERI KEMBANGAN, SELANGOR",,50.00
X51005757308.jpg,MR DIY (M) SDN BHD,"LOT 1851-A 1851-B, JALAN KPB 6, 43300 SERI KEMBANGAN, SELANGOR",,50.00
X51005757342.jpg,MR DTY (M) SDN BHD,"LOT 1851-A 1851-B, JALAN KPB 6, 43300 SERT KEMBANGAN, SELANGOR",,100.00
X51005763958.jpg,PASARAYA EGRONG SUPER SEVEN,NO. 1 Jalan Euro 1 Off Jalan Batu Tiga Sungai Buloh Seksyen U3 Shah,,59.00
X51005763964.jpg,hide,"9, JALAN SUBANG JASA 3, 40150 SHAH ALAM, SELANGOR.",06/01/2018,65.70
X51005763999.jpg,Counter 1,"Pt17920 Sek U9, Shah Alam “a",06 Jan 2018,674.00
X51005764031.jpg,FASARAYA BURGNG SUPER SEVEN,NC. 1 Jalan 1 Off Jalan Batu Tiga Sungai Seksyen U3 Shah,,61.60
X51005764154.jpg,PANA JAYA ENTERPAI SE,"NO.10-G. GAGUND FLOOR, JALAN DINAR O. U3/D TAMAN SUBANG PERDANA. SEK U3, 40150 SHAH ALAM, SELANGOH",,205.50
X51005764161.jpg,TAMAN BERKELEY,"LOT FAY, 2811, JALAN ANGSA, KLANG, SELANGOR",,98.87
X51005806692.jpg,GREAT ZONE HOUSEHOLD CENTRE SDN BHD,"60 62. Jalan Ciku,",18/02/2018,367.30
X51005806695.jpg,SAYANG YOU STATION SDN BHD,"LOT G18 G19, JLN 8/27A",,6.00
X51005806696.jpg,IMAGE PRINTEC (M) SON BHD,Reg No: 416123-U,23/02/2918,10.00
X51005806718.jpg,HUGO TRADING SDN BHD,"BR No. 1160956-H LOT 8&9, KOMPLEKS PASAR BORONG (DARE SELANGOR,",19/01/2018,40.80
X51005806719.jpg,SATU KAMPUNG ENTERPRISE SDN BHD,"NO.42, PASAR BORONG SELANGOR: JALAN PUTRA PERMAI, 43300 SERI KEMBANGAN, SELANGOR",,59.43
X51005806720.jpg,SATU KAMPUNG ENTERPRISE SON BHD,"NO.42, PASAR BORONG SELANGOR, JALAN PUTRA PERMAI, SELANGOR.",,18.87
X51006008081.jpg,PRINT EXPERT SDN BHD,"NO 18, 20, 22, JALAN BUNGA TANJONG 2/16, 40000 SHAH ALAM, SELANGOR",19/03/2018,226.60
X51006008082.jpg,EXPERT SDN BHD,"NO 18, 20, 22, JALAN BUNGA TANJONG 2/16, 40000 SHAH ALAM, SELANGOR",25/03/2018,11.56
X51006008083.jpg,PRINT EXPERT SDN BHD,"NO 18, 20, 22, JALAN BUNGA TANJONG 2/16, 40000 SHAH ALAM, SELANGOR iy",26/03/2018,112.80
X51006008090.jpg,CO (M) SDN BHD,(Co. No. 113825-W),05/03/2018,30.50
X51006008092.jpg,AEON SHAH ALAM,(Co. No. 113825-W),06/03/2018,30.88
X51006008093.jpg,AEON SHAH ALAM,(Co. No. 113825-W),06/03/2018,12.15
X51006008105.jpg,"SRD FLR, SEON TAMAN HALURI SC","JLN JEJAKA, TAMAN MALURI",21/03/2018,70.10
X51006008166.jpg,"PAVILION KUALA LUMPUR,","LOT 2.70.00, LEVEL 2, 168, JALAN BUKIT BINTANG, 55100 KUALA LUMPUR, MALAYSIA.",14/01/2018,750.00
X51006008206.jpg,Burger King,"Lot SATMZ 23, Mezzanine Level",,
X51006248253.jpg,Dream Arts,"2-047, LEVEL 2, VIVACITY MEGAMALL, JALAN WAN 93350 KUCHING",29/03/2018,15.00
X51006311714.jpg,Thank You For Shorping,Trace No. 016036,,22.49
X51006327953.jpg,MEL LET RESTAURANT,"NU 2, JALAN BULAN BM U5/BM, SLASYEN U5, 40159 SHAH ALAM, SELANGOR",03/02/2017,65.00
X51006327960.jpg,PUSAT BANDAR KELANA FETALING,"LOT NO. G23, GIANT KELANA LOT PT244, JLN PERBANDARAN 556/4",,50.05
X51006328345.jpg,SELANGOR,"NO. 20-A1, JALAN KELANA JAYA,",,10.00
X51006328937.jpg,‘LIVES FHARHACT SDN BHD,"NO; 69 JALAN NOVA US/N, US SUBANG RB",31/03/2017,12.15
X51006328967.jpg,TANJONGHAS BOOKCENTRE (PJ) SDN BHD,"CO. NO. 373665-A LOT F15, GIANT BANDAR PUTERI JALAN PUTERI 1/1, BOR PUTERI 47188 PUCHONG, SELANGOR",17/03/2017,62.88
X51006329183.jpg,wile,No.5 7 Jalan TS) a. Taman Subang Jasa Kg. Saru Subang. “OiS0 Shah Alam Selangor Darul Ehsan,,52.00
X51006329388.jpg,BEMED (SP) SON BHD,"Wo.49, Jalan OlnarS UG, 40150 Shah Alam, Selangor 0.E.",,405.00
X51006332641.jpg,“YONG CEN,"9, JALAN SUBGNG JASA 3, 40150 SHAH ALAM, SELANGOR.",,50.10
X51006334139.jpg,Dec Mory,"No.i Jalan $5 9/1, 47400 PJ, Selangor.",05/01/2017,90.00
X51006334742.jpg,The Cut Steakhouse aBurgets,"Lot Li-4 Star Avenue Mal] Jalan Zuha] U5S/179 Seksyen US 40150 Shah Alam,",,167.56
X51006334766.jpg,MEI LET RESTAURANT,"NO Z, JALAN BULAN BM U5/BM, SEKSYEN UD. 40150 SHAH ALAM, SELANGOR",12/01/2017,56.00
X51006334770.jpg,Say STATIONERY,"NO. 36G JALAN BULAN BM U5/BM, BANDAR PINGGIRAN SUBANG, 40150 SHAH ALAM, SELANGOR",,1.40
X51006334819.jpg,BEMED (SP) SDM BHD,"Mo.49, Jalan Olnar 40150 Shan Alam, Selancor",,203.06
X51006334927.jpg,CALTEX,Co.No:001684044-P SELANGOR DARUL EHSAN.,7/11/2016,6.40
X51006335818.jpg,SELANGOR DARUL EHSAN,"40150 SHAH ALAN, SELANGOR DARUL EHSAN.",,27.00
X51006349081.jpg,KHOO HARDWARE SDN BHD,"NO.50 JALAN PBS 14/11,",26/04/2018,84.80
X51006349083.jpg,Cit FOR cA TE EE,"1-1, CENTRAL PARK JALAN PuU5/13, SELANGOR",19/04/2016,100.00
X51006349085.jpg,PLATINUM RACKING SDN BHD,"8B, JALAN LUMPUR, OFF JALAN PUTRA, 05100",22/04/2018,100.00
X51006350737.jpg,CW KHOO HARDWARE SDN BHD,"NO.50 JALAN PBS 14/11,",31/03/2018,14.63
X51006387660.jpg,TANTONGHAS BODXCENTRE (PJ) SIN BHD,"CO. NO. S73465-A LOT F15, GIANT BANDAR PUTERT JALAN PUTERT 1/1, BDR 47186 PUCHONG, SELANGOR NO. ID 6ST: 882147033988",82/34/2817,5.88
X51006387737.jpg,REMED (SP) SON BHD,"No.49, dalan Dinar U3/G, 40150 Shah Alam, Selangor D.E.",,765.00
X51006387931.jpg,TEMASYA INDUSTRIAL PARK,AMANO MALAYSIA SDN BHD (682288-V) 12 JALAN PENGACARA U1/48 40150 SHAH ALAM SELANGOR,30/04/2017,6.00
X51006387950.jpg,TEMASYA INDUSTRIAL PARK,AMANO MALAYSIA SON BHD (682288-V 12 JALAN PENGACARA U1/48 40150 SHAH ALAM SELANGOR,30/04/2017,6.00
X51006387973.jpg,Your order rumber is,"No.3, Jalan $$21/39,47400 Petaling Jaya Selangor",,100.00
X51006388068.jpg,So ee fasn Carry Coe Son nd Brym,"Sek Gel. U9, WO fick Shah Alas POT Reg Ting Rea We No 2 Fe",,6.00
X51006388081.jpg,KING?S CONFECTIONERY S/B,"NO. 20-Ai, JALAN KELANA JATA, SELANGOR",,27.00
X51006388089.jpg,YONG GER,"9, JALAN SUBANES JASA 2, 40180 SHAH ALAM, SELANGOR.",,409.00
X51006389894.jpg,Jinjang Utara,Inv No 20.38,,100.00
X51006389898.jpg,RESTORAN WAN,"No.2, Jalan Temengguny 19/9, Seksyen 9, Bandar Mahkota Cheras 43200 Cheras, Selangor",,164.40
X51006392167.jpg,Wellmart SAZ,"1S0B, Jalan TUDIM,Kg Baru Subang 40150 Shah Alam, Selangor Garu! Ehsan, Malaysia.",19/06/2017,23.80
X51006401845.jpg,"Randar Botanik,","2 &@ 2A, Jalan Kasuarina I/kS 7, 41200 Klang, SELANGOR",04/02/2017,26.90
X51006401853.jpg,TAHAH BERKELEY,"LOT P.T. 2811, JALAN ANGSA, 41150 KLANG, SELANGOR",,37.45
X51006401977.jpg,BEST RESTAURANT,aS} NO. 001800839168,19/04/2017,14.60
X51006414425.jpg,UNIHAKKA INTERNATIONAL SDN BHD,"12, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor Bahru, Johor",05 Apr 2018,6.90
X51006414427.jpg,UNIHAKKA INTERNATIONAL SDN BHD,"12, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor Bahru, Johor",04 Apr 2018,7.60
X51006414433.jpg,UNIHAKKA INTERNATIONAL SDN BHD 7,"12, Jalan Tampoi 7/4 Kawasan Perindustrian Tampoi,81200 Johor Bahru, Johor",06 Apr 2018,7.60
X51006414512.jpg,BHPetrol Permas Jaya,"LOT PTD 10105) Jalan Permas 10/10 81750 Masai, Johor",,50.00
X51006414532.jpg,The GeoVenture,"ag Jalan Ibrahim Sultan, Johor Bahru, Johor.",6/4/2018,84.05
X51006414593.jpg,UNIHAKKA INTERNATIONAL SDN BHD,"12, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor Bahru, Johor",14 Apr 2018,8.90
X51006414600.jpg,"SRD FLR, AZON TAMAN MALURI SC","JUN JEJAKA, TAMAN MALURT",14/04/2018,50.90
X51006414702.jpg,Triple Six Point Enterprise 666,No 14&16 Jalan Permas 4/3 Bandar Baru Permas Jay,,157.90
X51006414708.jpg,RESTORAN HWA MUI SUTERA SDN BHD,"50,JALAN SUTERA TANJUNG 5/4 TAMAN SUTERA UTAMA, 81300 SKUDAI JOHOR",29/04/2018,91.50
X51006414715.jpg,,"Lot G16, Permas Jaya Jusco",4/22/2018,46.98
X51006414717.jpg,"JEN JEJAKA, TAMAN MALURI","98D ELR, AEON TAMAN MALURI SC",12/04/2018,25.10
X51006414728.jpg,KEK SPAWN,"Lot LGIO, AEON Taman Universiti Jalan shopping Pendidikan, faman No. Universiti 4, 81300 Skudai, Johor Tax no: 04004290047 station: C40",,13.00
X51006438346.jpg,HIGH FIVE ENTERPRISE,"Jalan Bidara, Taman Bidara, Selayang 68100, Batu Caves, Selangor",05/04/2018,95.48
X51006466070.jpg,WESTERN EASTERN,CO REG NO 210038~-K,,
X51006502534.jpg,Welcome to the Family,"No 16A, Jalan Astaka U8/83, Bukit Jelutang, 40150 Shah Alam, Selangor, 0.6.",10/04/2018,6.00
X51006502540.jpg,DUPLICATE eee,"No.3, Jalan $821/39,47400 Petaling Jaya Selangor",27/04/2018,109.05
X51006554841.jpg,WISMA YAP TIEH (TAG),NSK TRADE CITY-SELAYANG (62647C-P) LOT 4674 4675 SELAYANG BATU 6,,8.49
X51006555819.jpg,TAK TAVOICE ADJUSTMENT NOTE,"Jalan Pelabur 23/1, 40400 Shah Alam, Selangor.",23/07/2017,32.39
X51006555833.jpg,GARDENIA BAKERIES (KL) SDN BHD (139386 X),"Lot 3, Jalan Pelabur 23/1, 40300 Shah Alam, Selangor.",31/08/2017,1.52
X51006555835.jpg,GARDENLA BAKERIES (KL) SDN BHD (139386 X),"Lot 3, Julan Pelabur 23/1, 40300 Shah Alam, Selangor.",29/08/2817,37.90
X51006556610.jpg,PINGHWAI TRADING SDN BHD,"NO.2, JALAN METRO PERDANA TIMUR 11, OFF JALAN KEPONG,",22/08/2017,400.00
