filename,company,address,date,total
X51005361923.jpg,"Pusat Niaga Ijok Parmai,","4 Ry es BA pt &2 10, Jalan liok Permai dy",2/1/2018,46
X51005365187.jpg,F&P PHARMACY,"NO.20, GROUND FLOOR, JALAN BS 10/6 TAMAN BUKIT SERDANG, SELANGOR DARUL EHSAN",2/3/2018,16.46
X51005433518.jpg,UNIHAKKA INTERNATIONAL SDN BHD,"Tampoi,81200 Johar Bahru Johor",7-Mar-18,8.2
X51005433543.jpg,UNIHAKKA INTERNATIONAL SDN BHD,"42, Jalan Tampoi 7/4 Kawasan Perindustrian Johor Bahru, Johor",13-Mar-18,8.2
X51005433548.jpg,Waanet,"379, JALAN PERMAS SATU, BANDAR BARU PERNAS 61750 PLENTONG, JOHOR.",3/3/2018,50
X51005433556.jpg,Aeon Tebrau City,"Aeon Tebrau City, i, Jalan Desa Tebrau, Taman Oesa Tebrau, 81100 Johor Bahru, Johor.",11/3/2018,49.7
X51005442322.jpg,RESTAURANT,"TONY ROMA'S AEON TEBRAU CITY LOT G112, AEQH MALL TEBRAU CITY No 1 JALAN TEBRAU 81100 JOHOR BAHRU",3-Mar-18,269.4
X51005442334.jpg,UNIHAKKA INTERNATIONAL SDN BHD,"12, Jalan Tampoi 7/4,Kawasan Perindustiian Johor Bahru, Johor",26-Mar-18,8.2
X51005442343.jpg,YONG TAT HARDWARE TRADING,"NO 4,JALAN PERJIRANAN 10, TAMAN AIR BIRU JOHOR",13/03/2018,102
X51005442366.jpg,Triple Six Point Enterprise 666,No 14 & 16 Jalan Permas 4/3 Bandar Baru Permas Jayt,22-03-2018,22.6
X51005442375.jpg,UNIHAKKA INTERNATIONAL SDN BHD,"12, Jalan 7/4,Kawasan Tampoi,81 200 Johor Bahiu,Johor",25-Mar-18,8.5
X51005442382.jpg,UNIHAKKA INTERNATIONAL SDN BHD,"12, Jalan Tampoi 7/4, Kawasan Johor Bahru, Johor",20-Mar-18,6.6
X51005442388.jpg,CONTENTO,"15, JALAN PERNAS. 10/7, PERHAS 81750 HASAL JOHOR",20/03/18,21.6
X51005444040.jpg,"Plaza Batai, Damansara Heights","Lot 6, Jalan Batai,",9/3/2018,133.7
X51005444041.jpg,pe ae Grower,"Lot 6, Jalan Batai,",8/3/2018,81
X51005444044.jpg,TAMAN BERKELEY,"LOT P.7. 2811, JALAN ANGSA, 41150 KLANG, SELANGOR",10/3/2018,5.35
X51005444046.jpg,STAR GROCER SDN BHD,"No 4, Desa Pandan, Off kampong Pandan,55100 Kuala Lumpur",25/03/2018,66.15
X51005447841.jpg,PASARAYA BORONG PINTAR,"BR No.: (124525-H) NO 19-G8&19-1&19-2 JALAN TASIK UTAMA 4,",9/3/2018,10.5
X51005447842.jpg,PASARAYA BORONG PINTAR,"BR No.: (124525-H) NO 19-G&19-1&19-2 JALAN TASIK UTAMA 4,",14/03/2018,5
X51005447844.jpg,RESTAURANT JIAWE!,POS No:2,23/2/2018,110
X51005447851.jpg,PASARAYA BORONG PINTAR,"BR No.: (124525-H) NO 19-G&19-4&19-2 JALAN TASIK UTAMA 4,",30/01/2018,100
X51005447859.jpg,PASARAYA BORONG PINTAR,"BR No.: (124525-H) NO 19-G&19-1819-2 JALAN TASIK UTAMA 4,",14/02/2018,10
X51005568855.jpg,CHERAS LEISURE MALL,(Co. No. 113825-W),23/12/2017,66.57
X51005568866.jpg,CHERAS LEISURE MALL,"NO 8, Jalan 7/118B, Desa Tun Razak 56000 Kuala Lumpur, Malaysia",3-Sep-17,5.05
X51005568885.jpg,EVERGREEN LIGHT SDN BHD,"NO,7-1, JALAN PUTERI 7/11 , BANDAR PUTERI, 47100 PUCHONG, BELANGOR",10/7/2017,56
X51005568887.jpg,HON HWA HARDWARE TRADING,"NO 37, JALAN MANIS 7, TAMAN SEGAR,56100 CHERAS, KUALA LUMPUR",26/04/2017,7.2
X51005568889.jpg,HON HWA HARDWARE TRADING,"NO 37, JALAN MANIS 7, TAMAN SEGAR,56100 CHERAS, KUALA LUMPUR",11/2/2017,19.6
X51005568890.jpg,HONHWAHARDWARETRADING," NO 37, JALAN MANIS 7, TAMAN SEGAR,56100 CHERAS, KUALA LUMPUR",5/1/2017,5
X51005568892.jpg,EVERGREEN LIGHT SDN BHD,"NO.7-1, JALAN 7444, BANDAR 47100 PUCHONG, BELANGOR",18/09/2017,26
X51005568894.jpg,"WWW, ViVOpaccom",14 JALAN MANIS 4 TAMAN SEGAR 56100 KL,17/01/2017,46.65
X51005568895.jpg,"Www vivopac,com",14 JALAN MANIS 4 TAMAN SEGAR 56100 KL,13/09/2017,52.45
X51005577191.jpg,"TaHAN SERNANG,","No. 42, JALAN PES 14/14,",7/12/2017,10.09
X51005582745.jpg,MODERN DEPOT SON BHD,"NO.19, PT18495, JALAN JANBU NELAKA 2,",4/12/2016,150
X51005587261.jpg,CHOP YEW LIAN,"LOT PT 5121, Per. Klang, Sek. 27 40000 Shah Alan, Selangor",23/03/2017,30
X51005605287.jpg,"JLN JEJAKA, TAMAN MALURI","3RD FLR, AEON TAMAN MALURT SC",14/03/2018,41.55
X51005605295.jpg,(NRIES ICE COOL HI,"Lot G01, KL Festival City, No. 67 JIn Ibu Kota Danau Kata, KL",22/03/2018,4.2
X51005605332.jpg,SUNWAY VELOCITY,(Co. No. 113825-W),14/03/2018,9
X51005621482.jpg,PREMIO STATIONERY SDN BHD,(Co. No.: 123769-W),20/03/2018,20
X51005663274.jpg,LIM SENG THO HARDWARE TRADING,"No 7, Simpang Off Batu Village, Jalan {pon Batu 5, 51200 Kuala Lumpur. MALAYSIA",8/2/2018,45
X51005663300.jpg,LIM SENG THO HARDWARE TRADING,"Jalan Ipoh Batu 5, 57200 Kuala Lumpur MALAYSIA",2/2/2018,10
X51005663307.jpg,"TAMAN SRI RAMPAI,","NO.8, JALAN 46/26,",9/2/2018,56.8
X51005663309.jpg,KOH SENG HARDWARE,"NO. 939 , BATU LIMA, JALAN IPOH, 51200 KUALA LUMPUR.",1/2/2018,5.3
X51005663310.jpg,LIM SENG THO HARDWARE FRADING,"No 7, Simpang Off Batu Village. Jalan Ipoh Batu 5. 51200 Kuala Lumour MALAYSIA",9/2/2018,8.4
X51005663323.jpg,KOH SENG HARDWARE,"NO. 939, BATU LINA, JALAN IPOH,",4/12/2017,843
X51005675099.jpg,Super Terminal Sdn Bhd,"No. 18 19, Taman City, Jalan Kuching,",20/01/2018,132.5
X51005675103.jpg,SYARIKAT PERNIAGAAN GIN KEE,"NO 290, JALAN AIR PANAS,",4/1/2018,5.67
X51005675104.jpg,SYARIKAT PERNIAGAAN GIN KEE,"NO 290, JALAN AIR PANAS,",25/01/2018,10.8
X51005675914.jpg,BEYOND BROTHERS HARDWARE,"LOT 1-0-2,JLN 1/50, DIAMOND SQUARE, OFF JLN GOMBAK 5300 KUALA LUMPUR",1/11/2017,67.85
X51005676534.jpg,SYARIKAT PERNIAGAAN GIN KEE,"NO 290, JALAN AIR PANAS,",3/1/2018,72.08
X51005676535.jpg,SYARIKAT PERNIAGAAN GIN KEE,"NO 290, JALAN AIR PANAS,",30/12/2017,5.04
X51005676537.jpg,SYARIKAT PERNIAGAAN GIN KEE,"NO 290, JALAN AIR PANAS,",3/1/2018,5.34
X51005676542.jpg,SYARIKAT PERNIAGAAN GIN KEE,"NO 290, JALAN AIR PANAS,",29/12/2017,0.6
X51005676548.jpg,SYARIKAT PERNIAGAAN GIN KEE,"NO 290, JALAN AIR PANAS,",15/01/2018,0.63
X51005677327.jpg,SYARIKAT PERNIAGAAN GIN KEE,"NO 290, JALAN AIR PANAS,",1/2/2018,2.04
X51005677333.jpg,SYARIKAT PERNIAGAAN GIN KEE,"NO 290, JALAN AIR PANAS,",31/01/2018,5.76
X51005677336.jpg,SYARIKAT PERNIAGAAN GIN KEE,"NO 290, JALAN AIR PANAS,",27/01/2018,1.26
X51005677337.jpg,SYARIKAT PERNIAGAAN GIN KEE,"NO 290, JALAN AIR PANAS,",2/2/2018,5.33
X51005684949.jpg,WESTERN EASTERN,CO REG NO 210038-k,26-02-2018,7.42
X51005705727.jpg,KEDAI BUKU NEW ACHEIVERS,"(CO NO, SA0345444-K) NO. 12 14, JALAN JINJANG 27/54 TAMAN ALAM MEGAH, SEKSYEN 27 40400 SHAH ALAM, SELANGOR D. E.",28/12/2017,38.15
X51005705729.jpg,ASO ELECTRICAL,"NO 31G, JALAN SEPADUG 25/6, SECTION 26, TAMAN INDUSTRIES, AXIS 40400 SHAH ALAM, SELANGOR,",13/10/2017,94.6
X51005705784.jpg,SEDAI BUKU NEW ACHEIVERS te,"cal (CO NO. SA0345444-K) NO. 12 14, JALAN JINJANG 27/54 hs ___TAMAN ALAM MEGAH, SEKSYEN 27 ei 40400 SHAH ALAM, SELANGOR D. E.",15/09/2017,45.28
X51005710963.jpg,T& TOOLS HARDWARE SOR,"59, JALAN BANDAR SATU, 47140, PUCHONG, SELANGOR",21/03/2018,7.4
X51005711402.jpg,RESTORAN WAN SHENG,"No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor",17-03-2018,9.6
X51005711443.jpg,RESTORAN WAN SHENG,"No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor",23-03-2018,6.7
X51005711444.jpg,RESTORAN WAN SHENG,"No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor",21-03-2018,4.8
X51005711446.jpg,RESTORAN WAN SHENG,"No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor",10/3/2018,7.2
X51005711449.jpg,RESTORAN WAN SHENG,"No.2, Jalat Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor",7/3/2018,4.8
X51005715007.jpg,KAISON FURNISHING SDN BHD,"Lot No. L3-012, Level 3, No. 6, Jalan Cochrane, Co, Reg No. (761834-D)",25-03-18,18.7
X51005715455.jpg,SPEED MAPT $/B,"LOT PT. HELL, JALAN ANESA, 41150 KLANG, SELANGOR",26-03-18,10.6
X51005719823.jpg,AA FHGRMACY,"NO.47, JALAN 3/34,",29/01/2018,46.2
X51005719855.jpg,"UTAMA SHOPPING CENTRE,","LOT F355/356/357, FIRST FLOOR, LEBUH BANDAR UTAMA,",19/02/2018,181.55
X51005719857.jpg,Salon Du Chocolat,"Lot 26-27,Level Dutamas 1,Solaris Dutamas, 50480 KL",19-02-2018,23.8
X51005719863.jpg,SEN LEE HEONG RESTAURANT,"G-0-1, M.AVENUE NO.1, JLN 1/38A, SEGAMBUT BAHAGIA, 51200, K.LUMPUL ",12/1/2018,77.4
X51005719888.jpg,POTTERS GARDEN SDN BHD,"Batu 11, Sg Buloh, 47000 Selangor.",4/1/2018,30.8
X51005719889.jpg,HENG KEE DELIGHTS BAK KUT TEH,"NO31, JALAN 3/62A, BANDAR. MENJALARA KEPONG. 52100 KUALA LUMPUR ",4/1/2018,42
X51005719895.jpg,GREEN LANE PHARMACY SIN BHD,Try No 18-001641,1/8/2018,34.8
X51005719898.jpg,"KAWASAN PERINDUSTRIAN BALAKONG,","LOT 1851-A 1851-B, JALAN KPB 6, 43300 SERT KEMBANGAN, SELANGOR",19-03-18,11.9
X51005719903.jpg,Gerbang Alaf Restaurants Sdn Bhd,"No.3, Jalan $$21/39,47409 Petaling Jaya Selangor",11/3/2018,8.5
X51005719905.jpg,SAINT HEART PASTRY,SELANGOR,25/03/2018,8.2
X51005724552.jpg,KEDAI PAPAN YEW CHUAN,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.",21/03/2018,68.9
X51005724611.jpg,KEDAI PAPAN YEW CHUAN,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.",21/03/2018,144.16
X51005724622.jpg,KEDAI PAPAN YEW CHUAN,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR",7/3/2018,91.16
X51005724623.jpg,KEDS PAN YEW CHJAN,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR",8/3/2018,312.7
X51005724624.jpg,KEDAI PAPAN YEW CHUAN,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.",16/03/2018,7.68
X51005724625.jpg,KEDAI PAPAN YEW CHUAN,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.",12/3/2018,300
X51005724626.jpg,KEDAI PAPAN YEW CHUAN,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.",2/4/2018,270.3
X51005724628.jpg,KEDAI PAPAN YEW CHUAN,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.",10/3/2018,84.8
X51005741929.jpg,MY MYDIN SDN BHD,"No 13, 15, 17 19 Jalan Nova U5S/Q, Seksyen U5,Subang Bestari 40150 Shah Ala Selangor Darul Ehsan",16/01/2018,5.5
X51005742110.jpg,YONG CEN ENTERPRISE,"9, JALAN SUBANG JASA 3, 40150 SHAH ALAM, SELANGOR.",6/1/2018,65.7
X51005745213.jpg,MUR HENG ELECTRICAL,"Wo.52, Jalan Bulan US/8T, Bandar Subang, Buloh, 40750 Shak Alam, Sel,",1/2/2018,6.6
X51005745244.jpg,URBAN IDEA SON BHO,"JALAN SS6/5A, PUSAT BANDAR KELANA JAYA, 47301 PETALING JAYA, SELANGOR, Malaysia",14/02/2018,11.9
X51005745298.jpg,TAMAN BERKELEY,"LOT P.T. 2811, JALAN ANGSA, 41150 KLANG, SELANGOR ",31-03-18,4
X51005746203.jpg,PASARAYA BORONG SUPER SEVEN:,"NO, 1 Jalan Euro 1 Off Jalan Batu Tiga Sungai Buloh Seksyen U3 Shah Alam,40150",1/3/2018,408.45
X51005746204.jpg,BEMED (SP) SDN BHD,"NO 49, JALAN DUARG UJG",27-Mar-18,308.7
X51005746206.jpg,PANA JAYA ENTERPAISE,"NO, 10-G, GROUND FLOOR. JALAN DINAR D, U3/D.TAMAN SUBANG PERDANA, SEK U3. YO1SO SHAH ALAM. SELANGOR.",21-03-2018,105
X51005746207.jpg,PASARAYA BORONG SUPER SEVEN,"NO. 1 Jalan Euro 1 Off Jalan Batu Tiga Sungai Buloh Seksyen U3 Shah Alam,40150",21-03-2018,18.3
X51005746210.jpg,Segi Cash & Carry Sdn. Bhd. ,"pt17920 Sek U9, Shah Alaa",12-Mar-18,145.1
X51005757233.jpg,Guardian Health And Beauty Sdn ted,"IOI Mall 631 & 632 , Grd flr",9/5/2018,9.95
X51005757282.jpg,TSH POWER HARDWARE,"13-1, Jalan PJU 5/10, 47810, Petaling Jaya, Selangor",12/9/2017,50
X51005757292.jpg,"KAWASAN PERINDUSTRIAN BALAKONG,","LOT 1851-A 1851-B, JALAN KPB 6, 43300 SERI KEMBANGAN, SELANGOR",18-03-18,6.6
X51005757308.jpg,MR DIY (M) SDN BHD,"LOT 1851-A 1851-B, JALAN KPB 6, 43300 SERI KEMBANGAN, SELANGOR",21-03-18,"21,50"
X51005757342.jpg,MR DTY (M) SDN BHD,"LOT 1851-A 1851-B, JALAN KPB 6, 43300 SERT KEMBANGAN, SELANGOR",23-03-18,6.2
X51005763958.jpg,PASARAYA EGRONG SUPER SEVEN,"NO. 1 Jalan Euro 1 Off Jalan Batu Tiga Sungai Buloh Seksyen U3 Shah Alam,40150",27-01-2018,59
X51005763964.jpg,YONG CEN ENTERPRISE,"9, JALAN SUBANG JASA 3, 40150 SHAH ALAM, SELANGOR.",6/1/2018,65.7
X51005763999.jpg,Counter 1,"Pt17920 Sek U9, Shah Alam “a",6-Jan-18,674
X51005764031.jpg,FASARAYA BURGNG SUPER SEVEN,"NO. 1 Jalan 1 Off Jalan Batu Tiga Sungai Seksyen U3 Shah Alan, 40150",1/2/2018,42.1
X51005764154.jpg,PANA JAYA ENTERPAI SE,"NO.10-G. GAGUND FLOOR, JALAN DINAR O. U3/D TAMAN SUBANG PERDANA. SEK U3, 40150 SHAH ALAM, SELANGOH",25-01-2018,205.5
X51005764161.jpg,TAMAN BERKELEY,"LOT FAY, 2811, JALAN ANGSA, KLANG, SELANGOR",28-01-18,98.9
X51005806692.jpg,GREAT ZONE HOUSEHOLD CENTRE SDN BHD,"60 62. Jalan Ciku,",18/02/2018,367.3
X51005806695.jpg,JUWITA WEDDINGS,"SAYANG YOU STATION SDN BHD LOT G18 G19, JLN 8/27A WANGSA MAJU (AEON BIG SHOPPING CENTER) 53300 KUALA LUMPUR",28-Feb-18,4.1
X51005806696.jpg,IMAGE PRINTEC (M) SON BHD,"No, 12A-G, Jalan Wangsa Delima 11, Dwangsa Wangsa Maju, 53300 Kuala Lumpur",23/02/2918,7.65
X51005806718.jpg,HUGO TRADING SDN BHD,"BR No. 1160956-H LOT 8&9, KOMPLEKS PASAR BORONG (DARE SELANGOR,",19/01/2018,40.8
X51005806719.jpg,SATU KAMPUNG ENTERPRISE SDN BHD,"NO.42, PASAR BORONG SELANGOR: JALAN PUTRA PERMAI, 43300 SERI KEMBANGAN, SELANGOR",13/01/2018,63
X51005806720.jpg,SATU KAMPUNG ENTERPRISE SON BHD,"NO.42, PASAR BORONG SELANGOR, JALAN PUTRA PERMAI, SELANGOR.",13/01/2018,20
X51006008081.jpg,PRINT EXPERT SDN BHD,"NO 18, 20, 22, JALAN BUNGA TANJONG 2/16, 40000 SHAH ALAM, SELANGOR",19/03/2018,226.6
X51006008082.jpg,EXPERT SDN BHD,"NO 18, 20, 22, JALAN BUNGA TANJONG 2/16, 40000 SHAH ALAM, SELANGOR",25/03/2018,11.56
X51006008083.jpg,PRINT EXPERT SDN BHD,"NO 18, 20, 22, JALAN BUNGA TANJONG 2/16, 40000 SHAH ALAM, SELANGOR iy",26/03/2018,112.8
X51006008090.jpg,CO (M) SDN BHD,(Co. No. 113825-W),5/3/2018,30.5
X51006008092.jpg,AEON SHAH ALAM,(Co. No. 113825-W),6/3/2018,30.88
X51006008093.jpg,AEON SHAH ALAM,(Co. No. 113825-W),6/3/2018,12.15
X51006008105.jpg,"SRD FLR, SEON TAMAN HALURI SC","JLN JEJAKA, TAMAN MALURI",21/03/2018,70.1
X51006008166.jpg,"PAVILION KUALA LUMPUR,","LOT 2.70.00, LEVEL 2, 168, JALAN BUKIT BINTANG, 55100 KUALA LUMPUR, MALAYSIA.",14/01/2018,750
X51006008206.jpg,Burger King,"Lot SATMZ 23, Mezzanine Level",3/7/2018,63.9
X51006248253.jpg,Dream Arts,"2-047, LEVEL 2, VIVACITY MEGAMALL, JALAN WAN 93350 KUCHING",29/03/2018,15
X51006311714.jpg,Guardian Health And Beauty Sdn Bhd SOLARIS MOUNT KIARA,"NO.8 & 10, GF  SOLARIS MOUNT KIARA JLN SOLARIS",1/1/2018,22.45
X51006327953.jpg,MEL LET RESTAURANT,"NU 2, JALAN BULAN BM U5/BM, SLASYEN U5, 40159 SHAH ALAM, SELANGOR",3/2/2017,65
X51006327960.jpg,PUSAT BANDAR KELANA FETALING,"LOT NO. G23, GIANT KELANA LOT PT244, JLN PERBANDARAN 556/4",7/2/2017,9.9
X51006328345.jpg,SELANGOR,"NO. 20-A1, JALAN KELANA JAYA,",23/02/17,7.2
X51006328937.jpg,LIVES FHARHACT SDN BHD,"NO; 69 JALAN NOVA US/N, US SUBANG RB",31/03/2017,12.15
X51006328967.jpg,TANJONGHAS BOOKCENTRE (PJ) SDN BHD,"CO. NO. 373665-A LOT F15, GIANT BANDAR PUTERI JALAN PUTERI 1/1, BOR PUTERI 47188 PUCHONG, SELANGOR",17/03/2017,62.88
X51006329183.jpg,SEMBOYAN TEGAS SDN BHD,No.5 7 Jalan TSJ a. Taman Subang Jasa Kg. Saru Subang. “OiS0 Shah Alam Selangor Darul Ehsan,6/3/2018,27
X51006329388.jpg,BEMED (SP) SON BHD,"Wo.49, Jalan OlnarS UG, 40150 Shah Alam, Selangor 0.E.",2-Jan-27,165
X51006332641.jpg,YONG CEN ENTERPRISE,"9, JALAN SUBGNG JASA 3, 40150 SHAH ALAM, SELANGOR.",11/2/2017,19.1
X51006334139.jpg,Dec Mory,"No.i Jalan $5 9/1, 47400 PJ, Selangor.",5/1/2017,90
X51006334742.jpg,The Cut Steakhouse & Burgers,"Lot Li-4 Star Avenue Mall Jalan Zuhal U5S/179 Seksyen US 40150 Shah Alam, Selangor",1/1/2017,167.55
X51006334766.jpg,MEI LET RESTAURANT,"NO Z, JALAN BULAN BM U5/BM, SEKSYEN UD. 40150 SHAH ALAM, SELANGOR",12/1/2017,56
X51006334770.jpg,S&Y STATIONERY,"NO. 36G JALAN BULAN BM U5/BM, BANDAR PINGGIRAN SUBANG, 40150 SHAH ALAM, SELANGOR",9-Jan-17,1.4
X51006334819.jpg,BEMED (SP) SDM BHD,"Mo.49, Jalan Olnar 40150 Shan Alam, Selangor D.E",20-Jan-17,203.06
X51006334927.jpg,CALTEX,Co.No:001684044-P SELANGOR DARUL EHSAN.,7/11/2016,6.4
X51006335818.jpg,Segi Cash & Carry Sdn. Bhd. ,"40150 SHAH ALAN, SELANGOR DARUL EHSAN.",6-Feb-17,27
X51006349081.jpg,KHOO HARDWARE SDN BHD,"NO.50 JALAN PBS 14/11,",26/04/2018,84.8
X51006349083.jpg,Cit FOR cA TE EE,"1-1, CENTRAL PARK JALAN PuU5/13, SELANGOR",19/04/2016,100
X51006349085.jpg,PLATINUM RACKING SDN BHD,"8B, JALAN LUMPUR, OFF JALAN PUTRA, 05100",22/04/2018,100
X51006350737.jpg,CW KHOO HARDWARE SDN BHD,"NO.50 JALAN PBS 14/11,",31/03/2018,14.63
X51006387660.jpg,TANTONGHAS BODXCENTRE (PJ) SIN BHD,"CO. NO. S73465-A LOT F15, GIANT BANDAR PUTERT JALAN PUTERT 1/1, BDR 47186 PUCHONG, SELANGOR ",2/4/2017,4.3
X51006387737.jpg,BEMED (SP) SON BHD,"No.49, dalan Dinar U3/G, 40150 Shah Alam, Selangor D.E.",1-Apr-17,165
X51006387931.jpg,TEMASYA INDUSTRIAL PARK,AMANO MALAYSIA SDN BHD (682288-V) 12 JALAN PENGACARA U1/48 40150 SHAH ALAM SELANGOR,30/04/2017,6
X51006387950.jpg,TEMASYA INDUSTRIAL PARK,AMANO MALAYSIA SON BHD (682288-V 12 JALAN PENGACARA U1/48 40150 SHAH ALAM SELANGOR,30/04/2017,6
X51006387973.jpg,Gerbang Alaf Restaurants Sdn Bhd,"No.3, Jalan SS21/39,47400 Petaling Jaya Selangor",4-Apr-17,47.15
X51006388068.jpg,Segi Cash & Carry Sdn Bhd,"Sek Gel. U9, WO fick Shah Alam",11/5/2017,83.55
X51006388081.jpg,KING'S CONFECTIONERY S/B,"NO. 20-A1, JALAN KELANA JATA, SELANGOR",21/05/17,27.5
X51006388089.jpg,YONG GER ENTERPRISE,"9, JALAN SUBANES JASA 2, 40180 SHAH ALAM, SELANGOR.",21/05/2017,108
X51006389894.jpg,KING'S CONFECTIONERY S/B,"3425, Gr . Floor Jln Theater, Jinijang Utara 52100 k.l ",10/10/2017,70
X51006389898.jpg,RESTORAN WAN,"No.2, Jalan Temengguny 19/9, Seksyen 9, Bandar Mahkota Cheras 43200 Cheras, Selangor",29-09-2017,164.4
X51006392167.jpg,Wellmart SAZ,"1S0B, Jalan TUDIM,Kg Baru Subang 40150 Shah Alam, Selangor Garu! Ehsan, Malaysia.",19/06/2017,23.8
X51006401845.jpg,"Randar Botanik,","2 &@ 2A, Jalan Kasuarina I/kS 7, 41200 Klang, SELANGOR",4/2/2017,26.9
X51006401853.jpg,TAMAN BERKELEY,"LOT P.T. 2811, JALAN ANGSA, 41150 KLANG, SELANGOR",7/2/2017,37.45
X51006401977.jpg,BEST RESTAURANT, NO. 001800839168,19/04/2017,14.6
X51006414425.jpg,UNIHAKKA INTERNATIONAL SDN BHD,"12, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor Bahru, Johor",5-Apr-18,6.9
X51006414427.jpg,UNIHAKKA INTERNATIONAL SDN BHD,"12, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor Bahru, Johor",4-Apr-18,7.6
X51006414433.jpg,UNIHAKKA INTERNATIONAL SDN BHD 7,"12, Jalan Tampoi 7/4 Kawasan Perindustrian Tampoi,81200 Johor Bahru, Johor",6-Apr-18,7.6
X51006414512.jpg,BHPetrol Permas Jaya,"LOT PTD 10105) Jalan Permas 10/10 81750 Masai, Johor",3/4/2018,50
X51006414532.jpg,The GeoVenture,"ag Jalan Ibrahim Sultan, Johor Bahru, Johor.",6/4/2018,84.05
X51006414593.jpg,UNIHAKKA INTERNATIONAL SDN BHD,"12, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor Bahru, Johor",14-Apr-18,8.9
X51006414600.jpg,"SRD FLR, AZON TAMAN MALURI SC","JUN JEJAKA, TAMAN MALURT",14/04/2018,50.9
X51006414702.jpg,Triple Six Point Enterprise 666,No 14&16 Jalan Permas 4/3 Bandar Baru Permas Jay,23-04-2018,157.9
